Age;Gender;School_Grade;Daily_Usage_Hours;Sleep_Hours;Academic_Performance;Social_Interactions;Exercise_Hours;Anxiety_Level;Depression_Level;Self_Esteem;Parental_Control;Screen_Time_Before_Bed;Phone_Checks_Per_Day;Apps_Used_Daily;Time_on_Social_Media;Time_on_Gaming;Time_on_Education;Phone_Usage_Purpose;Family_Communication;Weekend_Usage_Hours;Addiction_Level
17~19;Female~Other;11~12;5~9;6~9;51~83;5~10;0~1;3~9;3~10;1~9;0~1;0~1;40~146;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;5~10;1~9;10.0
17~19;Female~Other;11~12;5~9;6~9;51~83;5~10;0~1;3~9;3~10;1~9;0~1;0~1;40~146;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;5~10;1~9;10.0
17~19;Female~Other;11~12;5~9;6~9;51~83;5~10;0~1;3~9;3~10;1~9;0~1;0~1;40~146;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;5~10;1~9;10.0
17~19;Female~Other;11~12;5~9;6~9;51~83;5~10;0~1;3~9;3~10;1~9;0~1;0~1;40~146;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;5~10;1~9;10.0
17~19;Female~Other;11~12;5~9;6~9;51~83;5~10;0~1;3~9;3~10;1~9;0~1;0~1;40~146;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;5~10;1~9;10.0
17~19;Female~Other;11~12;5~6;7~8;56~83;5~10;1~4;2~10;1~9;1~9;0~1;0~1;20~134;8~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;4~7;10.0
17~19;Female~Other;11~12;5~6;7~8;56~83;5~10;1~4;2~10;1~9;1~9;0~1;0~1;20~134;8~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;4~7;7.7
17~19;Female~Other;11~12;5~6;7~8;56~83;5~10;1~4;2~10;1~9;1~9;0~1;0~1;20~134;8~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;4~7;9.5
17~19;Female~Other;11~12;5~6;7~8;56~83;5~10;1~4;2~10;1~9;1~9;0~1;0~1;20~134;8~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;4~7;9.2
17~19;Female~Other;11~12;5~6;7~8;56~83;5~10;1~4;2~10;1~9;1~9;0~1;0~1;20~134;8~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;4~7;10.0
17~19;Female~Other;11~12;5~6;7~8;56~83;5~10;1~4;2~10;1~9;1~9;0~1;0~1;20~134;8~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;4~7;7.3
17~19;Female~Other;11~12;5~6;7~8;56~83;5~10;1~4;2~10;1~9;1~9;0~1;0~1;20~134;8~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;4~7;10.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;8.3
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;10.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;10.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;10.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;10.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;10.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;10.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;9.0
17~19;Female~Other;11~12;5~9;6~9;84~99;0~4;0~0;1~7;2~10;1~9;0~1;0~1;26~134;6~19;1~4;0~2;0~2;Browsing~Education~Social Media~Gaming;1~8;3~8;10.0
17~19;Female~Other;11~12;5~8;6~8;84~99;0~4;0~2;2~10;1~7;1~10;0~1;0~1;56~142;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;2~9;10.0
17~19;Female~Other;11~12;5~8;6~8;84~99;0~4;0~2;2~10;1~7;1~10;0~1;0~1;56~142;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;2~9;9.1
17~19;Female~Other;11~12;5~8;6~8;84~99;0~4;0~2;2~10;1~7;1~10;0~1;0~1;56~142;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;2~9;10.0
17~19;Female~Other;11~12;5~8;6~8;84~99;0~4;0~2;2~10;1~7;1~10;0~1;0~1;56~142;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;2~9;9.5
17~19;Female~Other;11~12;5~8;6~8;84~99;0~4;0~2;2~10;1~7;1~10;0~1;0~1;56~142;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;2~9;6.8
17~19;Female~Other;11~12;5~8;6~8;84~99;0~4;0~2;2~10;1~7;1~10;0~1;0~1;56~142;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;2~9;10.0
17~19;Female~Other;11~12;5~8;6~8;84~99;0~4;0~2;2~10;1~7;1~10;0~1;0~1;56~142;5~20;1~3;0~2;0~1;Browsing~Education~Social Media~Gaming;1~10;2~9;10.0
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;10.0
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;7.8
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;9.6
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;8.9
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;10.0
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;9.9
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;10.0
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;9.7
17~19;Female~Other;11~12;5~7;6~7;85~100;5~9;0~1;1~9;2~10;1~8;0~1;0~1;55~119;7~17;2~3;0~3;0~1;Education~Social Media~Gaming~Other;1~10;2~9;10.0
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;9.8
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;10.0
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;10.0
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;10.0
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;10.0
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;7.6
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;5.4
17~19;Female~Other;11~12;5~6;7~10;85~98;5~10;1~2;4~10;1~9;1~10;0~1;0~1;22~134;5~20;0~3;1~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~10;1~8;10.0
17~19;Male;7~10;3~3;5~6;55~70;0~5;0~0;1~5;1~9;3~10;0~1;0~1;87~132;5~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~8;8.0
17~19;Male;7~10;3~3;5~6;55~70;0~5;0~0;1~5;1~9;3~10;0~1;0~1;87~132;5~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~8;10.0
17~19;Male;7~10;3~3;5~6;55~70;0~5;0~0;1~5;1~9;3~10;0~1;0~1;87~132;5~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~8;10.0
17~19;Male;7~10;3~3;5~6;55~70;0~5;0~0;1~5;1~9;3~10;0~1;0~1;87~132;5~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~8;6.6
17~19;Male;7~10;3~3;5~6;55~70;0~5;0~0;1~5;1~9;3~10;0~1;0~1;87~132;5~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~8;3~8;7.7
17~19;Male;7~9;1~4;3~6;53~75;0~5;0~0;6~10;1~9;3~9;0~1;0~2;62~144;10~19;1~3;1~2;0~1;Education~Social Media~Gaming~Other;2~10;3~8;10.0
17~19;Male;7~9;1~4;3~6;53~75;0~5;0~0;6~10;1~9;3~9;0~1;0~2;62~144;10~19;1~3;1~2;0~1;Education~Social Media~Gaming~Other;2~10;3~8;10.0
17~19;Male;7~9;1~4;3~6;53~75;0~5;0~0;6~10;1~9;3~9;0~1;0~2;62~144;10~19;1~3;1~2;0~1;Education~Social Media~Gaming~Other;2~10;3~8;10.0
17~19;Male;7~9;1~4;3~6;53~75;0~5;0~0;6~10;1~9;3~9;0~1;0~2;62~144;10~19;1~3;1~2;0~1;Education~Social Media~Gaming~Other;2~10;3~8;10.0
17~19;Male;7~9;1~4;3~6;53~75;0~5;0~0;6~10;1~9;3~9;0~1;0~2;62~144;10~19;1~3;1~2;0~1;Education~Social Media~Gaming~Other;2~10;3~8;7.0
17~19;Male;7~9;1~4;3~6;53~75;0~5;0~0;6~10;1~9;3~9;0~1;0~2;62~144;10~19;1~3;1~2;0~1;Education~Social Media~Gaming~Other;2~10;3~8;10.0
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;9.7
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;9.2
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;7.8
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;10.0
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;9.8
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;8.9
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;10.0
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;8.9
17~19;Male;7~10;1~5;3~6;52~73;0~5;1~2;1~9;2~6;1~10;0~1;0~1;22~144;5~20;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~10;0~7;5.6
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;10.0
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;10.0
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;8.0
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;10.0
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;5.0
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;10.0
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;10.0
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;7.8
17~18;Male;7~10;1~5;3~6;51~73;7~10;0~0;1~10;4~10;1~10;0~1;0~2;23~136;6~20;1~3;0~3;0~2;Browsing~Education~Social Media~Gaming~Other;1~6;4~7;9.9
17~19;Male;8~10;1~4;3~6;50~74;8~9;0~2;1~6;5~10;3~8;0~1;0~1;22~150;5~18;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~8;6.3
17~19;Male;8~10;1~4;3~6;50~74;8~9;0~2;1~6;5~10;3~8;0~1;0~1;22~150;5~18;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~8;8.2
17~19;Male;8~10;1~4;3~6;50~74;8~9;0~2;1~6;5~10;3~8;0~1;0~1;22~150;5~18;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~8;6.3
17~19;Male;8~10;1~4;3~6;50~74;8~9;0~2;1~6;5~10;3~8;0~1;0~1;22~150;5~18;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~8;9.8
17~19;Male;8~10;1~4;3~6;50~74;8~9;0~2;1~6;5~10;3~8;0~1;0~1;22~150;5~18;1~4;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;1~8;3~8;10.0
18~19;Male;7~10;2~5;4~6;51~70;6~9;1~1;8~10;1~10;1~9;0~1;0~1;67~119;5~16;2~3;1~2;0~1;Browsing~Education~Social Media~Gaming;5~10;4~8;9.2
18~19;Male;7~10;2~5;4~6;51~70;6~9;1~1;8~10;1~10;1~9;0~1;0~1;67~119;5~16;2~3;1~2;0~1;Browsing~Education~Social Media~Gaming;5~10;4~8;10.0
18~19;Male;7~10;2~5;4~6;51~70;6~9;1~1;8~10;1~10;1~9;0~1;0~1;67~119;5~16;2~3;1~2;0~1;Browsing~Education~Social Media~Gaming;5~10;4~8;8.5
18~19;Male;7~10;2~5;4~6;51~70;6~9;1~1;8~10;1~10;1~9;0~1;0~1;67~119;5~16;2~3;1~2;0~1;Browsing~Education~Social Media~Gaming;5~10;4~8;10.0
18~19;Male;7~10;2~5;4~6;51~70;6~9;1~1;8~10;1~10;1~9;0~1;0~1;67~119;5~16;2~3;1~2;0~1;Browsing~Education~Social Media~Gaming;5~10;4~8;10.0
17~19;Male;7~10;2~4;3~6;88~97;0~5;0~1;1~8;2~8;2~6;0~1;1~1;23~126;7~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~7;3~8;9.6
17~19;Male;7~10;2~4;3~6;88~97;0~5;0~1;1~8;2~8;2~6;0~1;1~1;23~126;7~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~7;3~8;10.0
17~19;Male;7~10;2~4;3~6;88~97;0~5;0~1;1~8;2~8;2~6;0~1;1~1;23~126;7~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~7;3~8;7.3
17~19;Male;7~10;2~4;3~6;88~97;0~5;0~1;1~8;2~8;2~6;0~1;1~1;23~126;7~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~7;3~8;4.1
17~19;Male;7~10;2~4;3~6;88~97;0~5;0~1;1~8;2~8;2~6;0~1;1~1;23~126;7~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~7;3~8;8.7
17~19;Male;7~10;2~4;3~6;88~97;0~5;0~1;1~8;2~8;2~6;0~1;1~1;23~126;7~20;0~3;0~3;0~1;Browsing~Education~Social Media~Gaming~Other;2~7;3~8;10.0
17~19;Male;7~10;1~4;4~6;78~98;0~5;0~1;1~9;1~6;7~10;0~1;0~1;24~126;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;3~9;4~7;9.4
17~19;Male;7~10;1~4;4~6;78~98;0~5;0~1;1~9;1~6;7~10;0~1;0~1;24~126;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;3~9;4~7;4.9
17~19;Male;7~10;1~4;4~6;78~98;0~5;0~1;1~9;1~6;7~10;0~1;0~1;24~126;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;3~9;4~7;10.0
17~19;Male;7~10;1~4;4~6;78~98;0~5;0~1;1~9;1~6;7~10;0~1;0~1;24~126;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;3~9;4~7;6.4
17~19;Male;7~10;1~4;4~6;78~98;0~5;0~1;1~9;1~6;7~10;0~1;0~1;24~126;9~20;1~3;0~2;0~2;Browsing~Education~Social Media~Gaming~Other;3~9;4~7;7.3
17~19;Male;7~10;2~4;4~6;78~98;1~5;1~2;1~4;1~10;4~9;0~1;0~1;20~145;5~19;0~3;0~2;0~1;Education~Social Media~Gaming;1~10;3~9;10.0
17~19;Male;7~10;2~4;4~6;78~98;1~5;1~2;1~4;1~10;4~9;0~1;0~1;20~145;5~19;0~3;0~2;0~1;Education~Social Media~Gaming;1~10;3~9;5.0
17~19;Male;7~10;2~4;4~6;78~98;1~5;1~2;1~4;1~10;4~9;0~1;0~1;20~145;5~19;0~3;0~2;0~1;Education~Social Media~Gaming;1~10;3~9;10.0
17~19;Male;7~10;2~4;4~6;78~98;1~5;1~2;1~4;1~10;4~9;0~1;0~1;20~145;5~19;0~3;0~2;0~1;Education~Social Media~Gaming;1~10;3~9;6.6
17~19;Male;7~10;2~4;4~6;78~98;1~5;1~2;1~4;1~10;4~9;0~1;0~1;20~145;5~19;0~3;0~2;0~1;Education~Social Media~Gaming;1~10;3~9;6.3
17~19;Male;7~10;3~4;5~6;79~97;0~5;1~1;7~10;1~7;2~8;0~1;0~1;43~139;6~19;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~4;3~7;6.5
17~19;Male;7~10;3~4;5~6;79~97;0~5;1~1;7~10;1~7;2~8;0~1;0~1;43~139;6~19;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~4;3~7;10.0
17~19;Male;7~10;3~4;5~6;79~97;0~5;1~1;7~10;1~7;2~8;0~1;0~1;43~139;6~19;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~4;3~7;9.6
17~19;Male;7~10;3~4;5~6;79~97;0~5;1~1;7~10;1~7;2~8;0~1;0~1;43~139;6~19;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~4;3~7;9.3
17~19;Male;7~10;3~4;5~6;79~97;0~5;1~1;7~10;1~7;2~8;0~1;0~1;43~139;6~19;0~4;0~2;0~2;Education~Social Media~Gaming~Other;2~4;3~7;9.9
18~19;Male;7~9;1~5;3~6;78~98;7~9;0~1;1~3;3~10;1~9;0~1;0~1;37~120;11~19;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;1~9;10.0
18~19;Male;7~9;1~5;3~6;78~98;7~9;0~1;1~3;3~10;1~9;0~1;0~1;37~120;11~19;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;1~9;8.7
18~19;Male;7~9;1~5;3~6;78~98;7~9;0~1;1~3;3~10;1~9;0~1;0~1;37~120;11~19;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;1~9;10.0
18~19;Male;7~9;1~5;3~6;78~98;7~9;0~1;1~3;3~10;1~9;0~1;0~1;37~120;11~19;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;1~9;10.0
18~19;Male;7~9;1~5;3~6;78~98;7~9;0~1;1~3;3~10;1~9;0~1;0~1;37~120;11~19;0~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~9;1~9;9.0
17~19;Male;7~9;2~4;4~6;77~93;6~7;0~1;6~10;1~10;1~10;0;0~1;33~146;8~19;0~3;0~1;0~1;Education~Social Media~Gaming;2~10;4~8;7.8
17~19;Male;7~9;2~4;4~6;77~93;6~7;0~1;6~10;1~10;1~10;0;0~1;33~146;8~19;0~3;0~1;0~1;Education~Social Media~Gaming;2~10;4~8;6.7
17~19;Male;7~9;2~4;4~6;77~93;6~7;0~1;6~10;1~10;1~10;0;0~1;33~146;8~19;0~3;0~1;0~1;Education~Social Media~Gaming;2~10;4~8;5.0
17~19;Male;7~9;2~4;4~6;77~93;6~7;0~1;6~10;1~10;1~10;0;0~1;33~146;8~19;0~3;0~1;0~1;Education~Social Media~Gaming;2~10;4~8;10.0
17~19;Male;7~9;2~4;4~6;77~93;6~7;0~1;6~10;1~10;1~10;0;0~1;33~146;8~19;0~3;0~1;0~1;Education~Social Media~Gaming;2~10;4~8;10.0
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;10.0
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;10.0
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;10.0
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;10.0
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;9.3
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;7.1
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;8.9
17~19;Male;7~10;0~4;3~6;76~99;6~10;1~2;1~10;1~10;1~9;0~1;0~1;36~128;8~16;2~3;0~2;0~1;Browsing~Education~Social Media~Gaming~Other;1~10;0~9;9.7
17~19;Male;8~10;3~4;7~7;57~74;1~4;0~1;1~4;2~10;1~7;0~1;0~1;41~131;6~19;0~2;0~2;0~1;Education~Social Media~Gaming~Other;1~10;4~6;8.4
17~19;Male;8~10;3~4;7~7;57~74;1~4;0~1;1~4;2~10;1~7;0~1;0~1;41~131;6~19;0~2;0~2;0~1;Education~Social Media~Gaming~Other;1~10;4~6;8.3
17~19;Male;8~10;3~4;7~7;57~74;1~4;0~1;1~4;2~10;1~7;0~1;0~1;41~131;6~19;0~2;0~2;0~1;Education~Social Media~Gaming~Other;1~10;4~6;7.1
17~19;Male;8~10;3~4;7~7;57~74;1~4;0~1;1~4;2~10;1~7;0~1;0~1;41~131;6~19;0~2;0~2;0~1;Education~Social Media~Gaming~Other;1~10;4~6;5.8
17~19;Male;8~10;3~4;7~7;57~74;1~4;0~1;1~4;2~10;1~7;0~1;0~1;41~131;6~19;0~2;0~2;0~1;Education~Social Media~Gaming~Other;1~10;4~6;8.4
17~19;Male;7~10;0~4;7~9;50~74;0~4;0~1;6~9;3~9;1~10;0~1;0~1;27~142;5~19;2~3;0~4;0~1;Browsing~Education~Social Media;1~10;3~7;10.0
17~19;Male;7~10;0~4;7~9;50~74;0~4;0~1;6~9;3~9;1~10;0~1;0~1;27~142;5~19;2~3;0~4;0~1;Browsing~Education~Social Media;1~10;3~7;8.6
17~19;Male;7~10;0~4;7~9;50~74;0~4;0~1;6~9;3~9;1~10;0~1;0~1;27~142;5~19;2~3;0~4;0~1;Browsing~Education~Social Media;1~10;3~7;7.2
17~19;Male;7~10;0~4;7~9;50~74;0~4;0~1;6~9;3~9;1~10;0~1;0~1;27~142;5~19;2~3;0~4;0~1;Browsing~Education~Social Media;1~10;3~7;6.0
17~19;Male;7~10;0~4;7~9;50~74;0~4;0~1;6~9;3~9;1~10;0~1;0~1;27~142;5~19;2~3;0~4;0~1;Browsing~Education~Social Media;1~10;3~7;3.2
17~19;Male;7~10;0~4;7~9;50~74;0~4;0~1;6~9;3~9;1~10;0~1;0~1;27~142;5~19;2~3;0~4;0~1;Browsing~Education~Social Media;1~10;3~7;8.3
