Age;Gender;Education;Introversion Score;Sensing Score;Thinking Score;Judging Score;Interest;Personality
29~44;Female;0;3~4;5~6;0~3;5~5;Others~Sports~Arts;ESFP
29~44;Female;0;3~4;5~6;0~3;5~5;Others~Sports~Arts;INFJ
29~44;Female;0;3~4;5~6;0~3;5~5;Others~Sports~Arts;ISFP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;INFP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;ISTP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;ENTP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;ENTP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;ESTP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;ENTP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;INFP
26~28;Female;0;0~4;5~7;4~7;1~4;Unknown~Technology;ENTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;ISTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;INTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;ENTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;INTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;ISTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;INTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;ISTP
26~28;Female;0;0~5;5~6;7~9;1~4;Unknown~Technology;ESTP
29~36;Female;0;1~4;5~7;5~7;1~4;Unknown~Technology;INTP
29~36;Female;0;1~4;5~7;5~7;1~4;Unknown~Technology;ISTP
29~36;Female;0;1~4;5~7;5~7;1~4;Unknown~Technology;ENTP
29~36;Female;0;1~4;5~7;5~7;1~4;Unknown~Technology;INTP
29~36;Female;0;1~4;5~7;5~7;1~4;Unknown~Technology;ENTP
29~36;Female;0;1~4;5~7;5~7;1~4;Unknown~Technology;ISTP
29~36;Female;0;1~4;5~7;5~7;1~4;Unknown~Technology;INTP
29~40;Female;0;0~3;5~6;8~9;1~4;Unknown~Technology;INTP
29~40;Female;0;0~3;5~6;8~9;1~4;Unknown~Technology;INTP
29~40;Female;0;0~3;5~6;8~9;1~4;Unknown~Technology;ISTP
29~40;Female;0;0~3;5~6;8~9;1~4;Unknown~Technology;ISTP
29~40;Female;0;0~3;5~6;8~9;1~4;Unknown~Technology;INTP
29~40;Female;0;0~3;5~6;8~9;1~4;Unknown~Technology;INTP
29~40;Female;0;0~3;5~6;8~9;1~4;Unknown~Technology;ENTP
27~28;Female;0;0~5;5~7;4~6;1~4;Others~Sports~Arts;ISFP
27~28;Female;0;0~5;5~7;4~6;1~4;Others~Sports~Arts;ISFP
27~28;Female;0;0~5;5~7;4~6;1~4;Others~Sports~Arts;INTP
27~28;Female;0;0~5;5~7;4~6;1~4;Others~Sports~Arts;ENTP
27~28;Female;0;0~5;5~7;4~6;1~4;Others~Sports~Arts;ISTP
27~28;Female;0;0~5;5~7;4~6;1~4;Others~Sports~Arts;ENTP
26~28;Female;0;0~5;5~6;7~9;0~4;Others~Sports~Arts;INTP
26~28;Female;0;0~5;5~6;7~9;0~4;Others~Sports~Arts;ISTP
26~28;Female;0;0~5;5~6;7~9;0~4;Others~Sports~Arts;INTP
26~28;Female;0;0~5;5~6;7~9;0~4;Others~Sports~Arts;INTP
26~28;Female;0;0~5;5~6;7~9;0~4;Others~Sports~Arts;ENTP
26~28;Female;0;0~5;5~6;7~9;0~4;Others~Sports~Arts;INTP
26~28;Female;0;0~5;5~6;7~9;0~4;Others~Sports~Arts;ENTP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;INTP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;ESTP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;INFP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;ENFP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;INFP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;INTP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;ENFP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;INFP
29~42;Female;0;0~4;5~7;4~9;0~4;Others~Sports~Arts;ISTP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;ISTP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;ISFP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;ENFP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;ESTP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;ENTP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;INFP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;ENTP
26~29;Female;0;0~5;5~7;4~7;4~6;Unknown~Technology;INFJ
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;INTP
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;INTP
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;ISTJ
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;ESTP
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;ENTP
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;ENTP
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;ENTP
26~29;Female;0;1~5;5~8;8~9;4~6;Unknown~Technology;ISTP
30~36;Female;0;1~4;5~7;5~7;4~7;Unknown~Technology;ISFJ
30~36;Female;0;1~4;5~7;5~7;4~7;Unknown~Technology;INTP
30~36;Female;0;1~4;5~7;5~7;4~7;Unknown~Technology;ENTP
30~36;Female;0;1~4;5~7;5~7;4~7;Unknown~Technology;ISTJ
30~36;Female;0;1~4;5~7;5~7;4~7;Unknown~Technology;ISTP
30~36;Female;0;1~4;5~7;5~7;4~7;Unknown~Technology;ESTP
30~36;Female;0;1~4;5~7;5~7;4~7;Unknown~Technology;ENTP
31~37;Female;0;0~4;4~6;7~9;4~7;Unknown~Technology;INTP
31~37;Female;0;0~4;4~6;7~9;4~7;Unknown~Technology;ENTJ
31~37;Female;0;0~4;4~6;7~9;4~7;Unknown~Technology;INTP
31~37;Female;0;0~4;4~6;7~9;4~7;Unknown~Technology;ISTP
31~37;Female;0;0~4;4~6;7~9;4~7;Unknown~Technology;INTP
31~37;Female;0;0~4;4~6;7~9;4~7;Unknown~Technology;INTP
31~37;Female;0;0~4;4~6;7~9;4~7;Unknown~Technology;INTP
26~28;Female;0;0~4;5~6;4~5;5~6;Others~Sports~Arts;INFP
26~28;Female;0;0~4;5~6;4~5;5~6;Others~Sports~Arts;INFJ
26~28;Female;0;0~4;5~6;4~5;5~6;Others~Sports~Arts;INFJ
26~28;Female;0;0~4;5~6;4~5;5~6;Others~Sports~Arts;ENTP
26~28;Female;0;0~4;5~6;4~5;5~6;Others~Sports~Arts;ESTP
26~28;Female;0;0~4;5~7;6~8;4~5;Others~Sports~Arts;ISTP
26~28;Female;0;0~4;5~7;6~8;4~5;Others~Sports~Arts;INTJ
26~28;Female;0;0~4;5~7;6~8;4~5;Others~Sports~Arts;ISTP
26~28;Female;0;0~4;5~7;6~8;4~5;Others~Sports~Arts;ENTJ
26~28;Female;0;0~4;5~7;6~8;4~5;Others~Sports~Arts;ENTP
26~28;Female;0;0~4;5~7;6~8;4~5;Others~Sports~Arts;INTJ
29~35;Female;0;0~4;5~8;4~8;4~5;Others~Sports~Arts;ISTP
29~35;Female;0;0~4;5~8;4~8;4~5;Others~Sports~Arts;ESTP
29~35;Female;0;0~4;5~8;4~8;4~5;Others~Sports~Arts;ENFP
29~35;Female;0;0~4;5~8;4~8;4~5;Others~Sports~Arts;ESTP
29~35;Female;0;0~4;5~8;4~8;4~5;Others~Sports~Arts;ENFP
29~34;Female;0;0~5;4~6;8~9;5~7;Others~Sports~Arts;ENTJ
29~34;Female;0;0~5;4~6;8~9;5~7;Others~Sports~Arts;ENTJ
29~34;Female;0;0~5;4~6;8~9;5~7;Others~Sports~Arts;ENTJ
29~34;Female;0;0~5;4~6;8~9;5~7;Others~Sports~Arts;INTP
29~34;Female;0;0~5;4~6;8~9;5~7;Others~Sports~Arts;ENTJ
29~34;Female;0;0~5;4~6;8~9;5~7;Others~Sports~Arts;ENTJ
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;6~8;1~5;0~1;0~3;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
26~31;Female;0;5~9;1~4;1~3;0~4;Unknown~Technology;ENFP
32~35;Female;0;5~8;1~4;0~2;2~3;Unknown~Technology;ENFP
32~35;Female;0;5~8;1~4;0~2;2~3;Unknown~Technology;ENFP
32~35;Female;0;5~8;1~4;0~2;2~3;Unknown~Technology;ENFP
32~35;Female;0;5~8;1~4;0~2;2~3;Unknown~Technology;ENFP
32~35;Female;0;5~8;1~4;0~2;2~3;Unknown~Technology;ENFP
32~35;Female;0;5~8;1~4;0~2;2~3;Unknown~Technology;ENFP
32~39;Female;0;5~9;3~5;2~4;2~3;Unknown~Technology;ENFP
32~39;Female;0;5~9;3~5;2~4;2~3;Unknown~Technology;ENFP
32~39;Female;0;5~9;3~5;2~4;2~3;Unknown~Technology;ENFP
32~39;Female;0;5~9;3~5;2~4;2~3;Unknown~Technology;ENFP
32~39;Female;0;5~9;3~5;2~4;2~3;Unknown~Technology;ENFP
32~39;Female;0;5~9;3~5;2~4;2~3;Unknown~Technology;ENFP
26~29;Female;0;6~9;3~4;0~3;2~3;Others~Sports~Arts;ENFP
26~29;Female;0;6~9;3~4;0~3;2~3;Others~Sports~Arts;ENFP
26~29;Female;0;6~9;3~4;0~3;2~3;Others~Sports~Arts;ENFP
26~29;Female;0;6~9;3~4;0~3;2~3;Others~Sports~Arts;ENFP
26~29;Female;0;6~9;3~4;0~3;2~3;Others~Sports~Arts;ENFP
26~29;Female;0;6~9;3~4;0~3;2~3;Others~Sports~Arts;ENFP
26~29;Female;0;6~9;3~5;3~5;0~4;Sports~Arts;ENTP
26~29;Female;0;6~9;3~5;3~5;0~4;Sports~Arts;ENFP
26~29;Female;0;6~9;3~5;3~5;0~4;Sports~Arts;ENTP
26~29;Female;0;6~9;3~5;3~5;0~4;Sports~Arts;ENTP
26~29;Female;0;6~9;3~5;3~5;0~4;Sports~Arts;ENFP
26~29;Female;0;6~9;3~5;3~5;0~4;Sports~Arts;ENFP
26~29;Female;0;6~9;3~5;3~5;0~4;Sports~Arts;ENFP
31~41;Female;0;5~8;2~5;0~2;2~4;Sports~Arts;ENFP
31~41;Female;0;5~8;2~5;0~2;2~4;Sports~Arts;ENFP
31~41;Female;0;5~8;2~5;0~2;2~4;Sports~Arts;ENFP
31~41;Female;0;5~8;2~5;0~2;2~4;Sports~Arts;ENFP
31~41;Female;0;5~8;2~5;0~2;2~4;Sports~Arts;ENFP
30~40;Female;0;6~9;3~5;2~4;3~4;Others~Sports~Arts;ENTP
30~40;Female;0;6~9;3~5;2~4;3~4;Others~Sports~Arts;ENFP
30~40;Female;0;6~9;3~5;2~4;3~4;Others~Sports~Arts;ENFP
30~40;Female;0;6~9;3~5;2~4;3~4;Others~Sports~Arts;ENFP
30~40;Female;0;6~9;3~5;2~4;3~4;Others~Sports~Arts;ENFP
30~40;Female;0;6~9;3~5;2~4;3~4;Others~Sports~Arts;ENFP
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFP
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFJ
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFP
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFJ
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFP
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFP
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFP
26~29;Female;0;5~9;2~5;0~1;4~6;Unknown~Technology;ENFP
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFP
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFP
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFP
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFP
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFJ
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFP
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFP
26~29;Female;0;6~9;2~4;2~5;4~6;Unknown~Technology;ENFP
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFP
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFP
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFP
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFJ
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFJ
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFP
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFP
30~38;Female;0;5~9;3~5;0~2;5~6;Unknown~Technology;ENFP
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFP
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFP
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFP
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFP
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFP
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFP
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFJ
30~36;Female;0;6~9;3~4;2~5;4~6;Unknown~Technology;ENFP
26~30;Female;0;5~7;1~5;0~0;4~5;Others~Sports~Arts;ENFP
26~30;Female;0;5~7;1~5;0~0;4~5;Others~Sports~Arts;ENFP
26~30;Female;0;5~7;1~5;0~0;4~5;Others~Sports~Arts;ENFP
26~30;Female;0;5~7;1~5;0~0;4~5;Others~Sports~Arts;ENFP
26~30;Female;0;5~7;1~5;0~0;4~5;Others~Sports~Arts;ENFJ
27~30;Female;0;5~8;3~4;0~4;4~4;Others~Sports~Arts;ENFP
27~30;Female;0;5~8;3~4;0~4;4~4;Others~Sports~Arts;ENFP
27~30;Female;0;5~8;3~4;0~4;4~4;Others~Sports~Arts;ENFP
27~30;Female;0;5~8;3~4;0~4;4~4;Others~Sports~Arts;ENTP
27~30;Female;0;5~8;3~4;0~4;4~4;Others~Sports~Arts;ENFP
31~35;Female;0;6~9;2~4;0~2;4~5;Sports~Arts;ENFP
31~35;Female;0;6~9;2~4;0~2;4~5;Sports~Arts;ENFP
31~35;Female;0;6~9;2~4;0~2;4~5;Sports~Arts;ENFJ
31~35;Female;0;6~9;2~4;0~2;4~5;Sports~Arts;ENFP
31~35;Female;0;6~9;2~4;0~2;4~5;Sports~Arts;ENFP
31~35;Female;0;6~8;4~5;2~5;4~6;Others~Sports~Arts;ENFP
31~35;Female;0;6~8;4~5;2~5;4~6;Others~Sports~Arts;ENFP
31~35;Female;0;6~8;4~5;2~5;4~6;Others~Sports~Arts;ENTP
31~35;Female;0;6~8;4~5;2~5;4~6;Others~Sports~Arts;ENFJ
31~35;Female;0;6~8;4~5;2~5;4~6;Others~Sports~Arts;ENTP
26~28;Female;0;6~9;2~4;5~9;2~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;2~4;5~9;2~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;2~4;5~9;2~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;2~4;5~9;2~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;2~4;5~9;2~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;2~4;5~9;2~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;2~4;5~9;2~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;4~5;5~9;1~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;4~5;5~9;1~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;4~5;5~9;1~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;4~5;5~9;1~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;4~5;5~9;1~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;4~5;5~9;1~4;Unknown~Technology;ENTP
26~28;Female;0;6~9;4~5;5~9;1~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;3~4;5~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;3~4;5~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;3~4;5~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;3~4;5~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;3~4;5~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;3~4;5~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;3~4;5~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
29~39;Female;0;5~9;4~5;6~9;2~4;Unknown~Technology;ENTP
26~29;Female;0;5~9;3~4;5~7;3~4;Others~Sports~Arts;ENTP
26~29;Female;0;5~9;3~4;5~7;3~4;Others~Sports~Arts;ENTP
26~29;Female;0;5~9;3~4;5~7;3~4;Others~Sports~Arts;ENTP
26~29;Female;0;5~9;3~4;5~7;3~4;Others~Sports~Arts;ENFP
26~29;Female;0;5~9;3~4;5~7;3~4;Others~Sports~Arts;ENTP
26~28;Female;0;5~8;4~5;7~9;2~4;Sports~Arts;ENTP
26~28;Female;0;5~8;4~5;7~9;2~4;Sports~Arts;ENTP
26~28;Female;0;5~8;4~5;7~9;2~4;Sports~Arts;ENTP
26~28;Female;0;5~8;4~5;7~9;2~4;Sports~Arts;ENTP
26~28;Female;0;5~8;4~5;7~9;2~4;Sports~Arts;ENTP
26~28;Female;0;5~8;4~5;7~9;2~4;Sports~Arts;ENTP
30~37;Female;0;5~9;2~4;5~9;1~4;Others~Sports~Arts;ENTP
30~37;Female;0;5~9;2~4;5~9;1~4;Others~Sports~Arts;ENFP
30~37;Female;0;5~9;2~4;5~9;1~4;Others~Sports~Arts;ENTP
30~37;Female;0;5~9;2~4;5~9;1~4;Others~Sports~Arts;ENTP
30~37;Female;0;5~9;2~4;5~9;1~4;Others~Sports~Arts;ENTP
30~37;Female;0;5~9;2~4;5~9;1~4;Others~Sports~Arts;ENTP
30~32;Female;0;5~9;4~5;5~9;2~4;Others~Sports~Arts;ENTP
30~32;Female;0;5~9;4~5;5~9;2~4;Others~Sports~Arts;ENTP
30~32;Female;0;5~9;4~5;5~9;2~4;Others~Sports~Arts;ENTP
30~32;Female;0;5~9;4~5;5~9;2~4;Others~Sports~Arts;ENFP
30~32;Female;0;5~9;4~5;5~9;2~4;Others~Sports~Arts;ENTP
30~32;Female;0;5~9;4~5;5~9;2~4;Others~Sports~Arts;ENTP
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTJ
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTP
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTJ
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTP
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTP
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTJ
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTJ
26~28;Female;0;6~9;3~4;5~9;4~6;Unknown~Technology~Others;ENTP
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTP
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTP
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTP
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTP
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTP
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTJ
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTP
26~28;Female;0;5~9;4~5;5~9;5~6;Unknown~Technology~Others;ENTP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENTP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENTP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENFP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENTP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENFP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENTP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENTP
29~36;Female;0;6~9;2~4;5~9;4~7;Unknown~Technology~Others;ENTJ
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTJ
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTP
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTJ
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTJ
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTP
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTJ
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTP
30~38;Female;0;6~8;4~5;5~9;4~6;Unknown~Technology~Others;ENTP
26~27;Female;0;5~8;2~4;6~9;4~5;Arts;ENTP
26~27;Female;0;5~8;2~4;6~9;4~5;Arts;ENTP
26~27;Female;0;5~8;2~4;6~9;4~5;Arts;ENTP
26~27;Female;0;5~8;2~4;6~9;4~5;Arts;ENTP
26~27;Female;0;5~8;2~4;6~9;4~5;Arts;ENTP
26~27;Female;0;5~8;4~5;5~6;5~7;Sports~Arts;ENTJ
26~27;Female;0;5~8;4~5;5~6;5~7;Sports~Arts;ENTP
26~27;Female;0;5~8;4~5;5~6;5~7;Sports~Arts;ENTJ
26~27;Female;0;5~8;4~5;5~6;5~7;Sports~Arts;ENTJ
26~27;Female;0;5~8;4~5;5~6;5~7;Sports~Arts;ENTJ
26~27;Female;0;5~8;4~5;5~6;5~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTJ
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTP
28~44;Female;0;6~9;1~5;5~9;4~7;Sports~Arts;ENTJ
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ESFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ESFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ENFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ENFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ESFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ESFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ENFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ESFP
26~28;Female;0;5~9;5~6;0~4;2~4;Unknown;ENFP
26~28;Female;0;5~9;5~6;1~5;1~4;Technology~Others;ENFP
26~28;Female;0;5~9;5~6;1~5;1~4;Technology~Others;ESFP
26~28;Female;0;5~9;5~6;1~5;1~4;Technology~Others;ENFP
26~28;Female;0;5~9;5~6;1~5;1~4;Technology~Others;ENFP
26~28;Female;0;5~9;5~6;1~5;1~4;Technology~Others;ENFP
29~37;Female;0;5~9;5~6;0~4;3~4;Unknown;ENFP
29~37;Female;0;5~9;5~6;0~4;3~4;Unknown;ENFP
29~37;Female;0;5~9;5~6;0~4;3~4;Unknown;ESFP
29~37;Female;0;5~9;5~6;0~4;3~4;Unknown;ENFP
29~37;Female;0;5~9;5~6;0~4;3~4;Unknown;ENFP
29~37;Female;0;5~9;5~6;0~4;3~4;Unknown;ESFP
29~36;Female;0;6~9;5~6;0~4;3~4;Technology~Others;ESFP
29~36;Female;0;6~9;5~6;0~4;3~4;Technology~Others;ENFP
29~36;Female;0;6~9;5~6;0~4;3~4;Technology~Others;ENFP
29~36;Female;0;6~9;5~6;0~4;3~4;Technology~Others;ENFP
29~36;Female;0;6~9;5~6;0~4;3~4;Technology~Others;ENFP
29~36;Female;0;6~9;5~6;0~4;3~4;Technology~Others;ENFP
27~30;Female;0;5~8;5~6;0~1;2~3;Sports~Arts;ESFP
27~30;Female;0;5~8;5~6;0~1;2~3;Sports~Arts;ESFP
27~30;Female;0;5~8;5~6;0~1;2~3;Sports~Arts;ESFP
27~30;Female;0;5~8;5~6;0~1;2~3;Sports~Arts;ENFP
27~30;Female;0;5~8;5~6;0~1;2~3;Sports~Arts;ESFP
27~30;Female;0;5~8;5~6;0~1;2~3;Sports~Arts;ESFP
27~30;Female;0;5~8;5~6;0~1;2~3;Sports~Arts;ENFP
26~30;Female;0;5~8;5~6;3~4;2~4;Sports~Arts;ESFP
26~30;Female;0;5~8;5~6;3~4;2~4;Sports~Arts;ENTP
26~30;Female;0;5~8;5~6;3~4;2~4;Sports~Arts;ENFP
26~30;Female;0;5~8;5~6;3~4;2~4;Sports~Arts;ENFP
26~30;Female;0;5~8;5~6;3~4;2~4;Sports~Arts;ESTP
26~30;Female;0;5~8;5~6;3~4;2~4;Sports~Arts;ENFP
