Age;Gender;Degree;Branch;CGPA;Internships;Projects;Coding_Skills;Communication_Skills;Aptitude_Test_Score;Soft_Skills_Rating;Certifications;Backlogs;Placement_Status
22~23;Male;B.Tech~BCA~MCA;ECE~ME;7~8;1;5;7~8;7~9;88~100;7~8;2~3;0~1;Placed
22~23;Male;B.Tech~BCA~MCA;ECE~ME;7~8;1;5;7~8;7~9;88~100;7~8;2~3;0~1;Placed
22~23;Male;B.Tech~BCA~MCA;ECE~ME;7~8;1;5;7~8;7~9;88~100;7~8;2~3;0~1;Placed
22~23;Male;B.Tech~BCA~MCA;ECE~ME;7~8;1;5;7~8;7~9;88~100;7~8;2~3;0~1;Placed
22~23;Male;B.Tech~BCA~MCA;ECE~ME;7~8;1;5;7~8;7~9;88~100;7~8;2~3;0~1;Placed
22~23;Male;B.Tech~BCA~MCA;ECE~ME;7~8;1;5;7~8;7~9;88~100;7~8;2~3;0~1;Placed
22~24;Male;B.Tech~BCA~MCA;ECE;7~8;1;5~6;9~10;2~5;72~83;3~5;3;0~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE;7~8;1;5~6;9~10;2~5;72~83;3~5;3;0~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE;7~8;1;5~6;9~10;2~5;72~83;3~5;3;0~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE;7~8;1;5~6;9~10;2~5;72~83;3~5;3;0~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE;7~8;1;5~6;9~10;2~5;72~83;3~5;3;0~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE;7~8;1;5~6;9~10;2~5;72~83;3~5;3;0~2;Not Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~8;1;5~6;9~10;1~5;69~80;6~8;3;0~2;Not Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~8;1;5~6;9~10;1~5;69~80;6~8;3;0~2;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~8;1;5~6;9~10;1~5;69~80;6~8;3;0~2;Not Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~8;1;5~6;9~10;1~5;69~80;6~8;3;0~2;Not Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~8;1;5~6;9~10;1~5;69~80;6~8;3;0~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;3~5;84~100;3~4;3;0;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;3~5;84~100;3~4;3;0;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;3~5;84~100;3~4;3;0;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;3~5;84~100;3~4;3;0;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;3~5;84~100;3~4;3;0;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;3~5;84~100;3~4;3;0;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;4~5;87~100;5~7;3;0~1;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;4~5;87~100;5~7;3;0~1;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;4~5;87~100;5~7;3;0~1;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;4~5;87~100;5~7;3;0~1;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;4~5;87~100;5~7;3;0~1;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME;7~9;1;5~6;9~10;4~5;87~100;5~7;3;0~1;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;70~83;4~5;3;0~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;70~83;4~5;3;0~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;70~83;4~5;3;0~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;70~83;4~5;3;0~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;70~83;4~5;3;0~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;70~83;4~5;3;0~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;70~83;4~5;3;0~2;Placed
23~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;1;5;9;6~7;70~83;6~7;3;0~1;Placed
23~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;1;5;9;6~7;70~83;6~7;3;0~1;Placed
23~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;1;5;9;6~7;70~83;6~7;3;0~1;Placed
23~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;1;5;9;6~7;70~83;6~7;3;0~1;Placed
23~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;1;5;9;6~7;70~83;6~7;3;0~1;Placed
22~24;Male;B.Tech;ECE~ME~Civil;7~9;1;5~6;9~10;6~7;89~100;4~7;3;0;Placed
22~24;Male;B.Tech;ECE~ME~Civil;7~9;1;5~6;9~10;6~7;89~100;4~7;3;0;Placed
22~24;Male;B.Tech;ECE~ME~Civil;7~9;1;5~6;9~10;6~7;89~100;4~7;3;0;Placed
22~24;Male;B.Tech;ECE~ME~Civil;7~9;1;5~6;9~10;6~7;89~100;4~7;3;0;Placed
22~24;Male;B.Tech;ECE~ME~Civil;7~9;1;5~6;9~10;6~7;89~100;4~7;3;0;Placed
22~24;Male;B.Tech;ECE~ME~Civil;7~9;1;5~6;9~10;6~7;89~100;4~7;3;0;Placed
22~24;Male;B.Tech;ECE~ME~Civil;7~9;1;5~6;9~10;6~7;89~100;4~7;3;0;Placed
23~24;Male;BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;86~99;4~8;3;0~2;Placed
23~24;Male;BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;86~99;4~8;3;0~2;Not Placed
23~24;Male;BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;86~99;4~8;3;0~2;Placed
23~24;Male;BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;86~99;4~8;3;0~2;Placed
23~24;Male;BCA~MCA;ECE~ME~Civil;7~9;1;5~6;9~10;6~8;86~99;4~8;3;0~2;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Not Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Not Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Not Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~5;50~75;4~5;1~2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;1~5;54~77;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;6;64~77;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;6;64~77;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;6;64~77;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;6;64~77;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;6;64~77;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;6;64~77;3~5;2;0;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;6;57~77;3~5;1~2;0;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;6;57~77;3~5;1~2;0;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;6;57~77;3~5;1~2;0;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;6;57~77;3~5;1~2;0;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;6;57~77;3~5;1~2;0;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;6;57~77;3~5;1~2;0;Placed
22~24;Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;6;57~77;3~5;1~2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;5~6;69~77;2~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;5~6;69~77;2~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;5~6;69~77;2~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;5~6;69~77;2~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;5~6;69~77;2~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;5~6;69~77;2~5;2;0;Placed
22~23;Male;MCA;ECE~ME;7~8;2;4;5~6;1~6;59~75;4~5;2;0;Placed
22~23;Male;MCA;ECE~ME;7~8;2;4;5~6;1~6;59~75;4~5;2;0;Placed
22~23;Male;MCA;ECE~ME;7~8;2;4;5~6;1~6;59~75;4~5;2;0;Not Placed
22~23;Male;MCA;ECE~ME;7~8;2;4;5~6;1~6;59~75;4~5;2;0;Placed
22~23;Male;MCA;ECE~ME;7~8;2;4;5~6;1~6;59~75;4~5;2;0;Placed
23;Female~Male;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;4~6;51~77;4~5;1~2;1~2;Not Placed
23;Female~Male;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;4~6;51~77;4~5;1~2;1~2;Not Placed
23;Female~Male;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;4~6;51~77;4~5;1~2;1~2;Not Placed
23;Female~Male;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;4~6;51~77;4~5;1~2;1~2;Placed
23;Female~Male;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;4~6;51~77;4~5;1~2;1~2;Placed
22~24;Female~Male;B.Tech;ECE~ME~Civil;7~8;2;4;5~6;3~6;66~76;4~5;2;1~2;Not Placed
22~24;Female~Male;B.Tech;ECE~ME~Civil;7~8;2;4;5~6;3~6;66~76;4~5;2;1~2;Placed
22~24;Female~Male;B.Tech;ECE~ME~Civil;7~8;2;4;5~6;3~6;66~76;4~5;2;1~2;Placed
22~24;Female~Male;B.Tech;ECE~ME~Civil;7~8;2;4;5~6;3~6;66~76;4~5;2;1~2;Placed
22~24;Female~Male;B.Tech;ECE~ME~Civil;7~8;2;4;5~6;3~6;66~76;4~5;2;1~2;Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~7;2;4;5;4~6;54~76;3~5;1~2;1~2;Not Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~7;2;4;5;4~6;54~76;3~5;1~2;1~2;Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~7;2;4;5;4~6;54~76;3~5;1~2;1~2;Not Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~7;2;4;5;4~6;54~76;3~5;1~2;1~2;Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~7;2;4;5;4~6;54~76;3~5;1~2;1~2;Not Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~7;2;4;5;4~6;54~76;3~5;1~2;1~2;Not Placed
22~24;Male;BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;66~77;5;2;1~2;Placed
22~24;Male;BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;66~77;5;2;1~2;Not Placed
22~24;Male;BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;66~77;5;2;1~2;Not Placed
22~24;Male;BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;66~77;5;2;1~2;Placed
22~24;Male;BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;66~77;5;2;1~2;Not Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Not Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Placed
22~23;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;58~73;6~7;2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Not Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Placed
22~24;Female~Male;B.Tech~BCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;56~76;6~7;1~2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Not Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Not Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Not Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;61~77;6~7;2;0;Placed
22~24;Male;MCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;61~74;6~8;2;0;Placed
22~24;Male;MCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;61~74;6~8;2;0;Not Placed
22~24;Male;MCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;61~74;6~8;2;0;Placed
22~24;Male;MCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;61~74;6~8;2;0;Placed
22~24;Male;MCA;ECE~ME~Civil;7~8;2;4;5~6;4~6;61~74;6~8;2;0;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Not Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Not Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Not Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;58~77;6~7;2;1~2;Not Placed
23~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;59~71;6~7;2;1~2;Not Placed
23~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;59~71;6~7;2;1~2;Placed
23~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;59~71;6~7;2;1~2;Placed
23~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;59~71;6~7;2;1~2;Placed
23~24;Female;MCA;ECE~ME~Civil;7~7;2;4;5~6;4~5;59~71;6~7;2;1~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;1~6;56~76;6~7;1~2;1~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;1~6;56~76;6~7;1~2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;1~6;56~76;6~7;1~2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;1~6;56~76;6~7;1~2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;1~6;56~76;6~7;1~2;1~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;1~6;56~76;6~7;1~2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;1~6;56~76;6~7;1~2;1~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;4~5;66~75;6;2;1~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;4~5;66~75;6;2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;4~5;66~75;6;2;1~2;Not Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;4~5;66~75;6;2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;4~5;66~75;6;2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;4~5;66~75;6;2;1~2;Placed
22~24;Male;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;4~5;66~75;6;2;1~2;Not Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;78~85;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;78~85;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;78~85;3~5;2;0;Not Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;78~85;3~5;2;0;Placed
22~24;Female;BCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;78~85;3~5;2;0;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;8~8;2;4;5~6;3~6;82~99;3~5;2;0;Not Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;8~8;2;4;5~6;3~6;82~99;3~5;2;0;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;8~8;2;4;5~6;3~6;82~99;3~5;2;0;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;8~8;2;4;5~6;3~6;82~99;3~5;2;0;Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;8~8;2;4;5~6;3~6;82~99;3~5;2;0;Not Placed
22~24;Female;B.Tech~BCA;ECE~ME~Civil;8~8;2;4;5~6;3~6;82~99;3~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~98;4~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~98;4~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~98;4~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~98;4~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~98;4~5;2;0;Placed
22~24;Female;MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~98;4~5;2;0;Placed
22~24;Female;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;3~6;79~95;4~5;2;1~2;Placed
22~24;Female;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;3~6;79~95;4~5;2;1~2;Placed
22~24;Female;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;3~6;79~95;4~5;2;1~2;Placed
22~24;Female;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;3~6;79~95;4~5;2;1~2;Not Placed
22~24;Female;B.Tech;ECE~ME~Civil;7~7;2;4;5~6;3~6;79~95;4~5;2;1~2;Not Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;79~100;4~5;2;1;Not Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;79~100;4~5;2;1;Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;79~100;4~5;2;1;Not Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;79~100;4~5;2;1;Placed
22~24;Female;BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~6;79~100;4~5;2;1;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~4;80~100;6~7;2;0;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~4;80~100;6~7;2;0;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~4;80~100;6~7;2;0;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~4;80~100;6~7;2;0;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~4;80~100;6~7;2;0;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~4;80~100;6~7;2;0;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;3~4;80~100;6~7;2;0;Not Placed
22~23;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~96;6~7;2;0;Placed
22~23;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~96;6~7;2;0;Placed
22~23;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~96;6~7;2;0;Placed
22~23;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~96;6~7;2;0;Placed
22~23;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~96;6~7;2;0;Placed
22~23;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~96;6~7;2;0;Placed
22~23;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~8;2;4;5~6;5~6;78~96;6~7;2;0;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;80~86;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;80~86;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;80~86;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;80~86;6~7;2;1~2;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;80~86;6~7;2;1~2;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;3~6;80~86;6~7;2;1~2;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;79~92;6~8;2;1~2;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;79~92;6~8;2;1~2;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;79~92;6~8;2;1~2;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;79~92;6~8;2;1~2;Not Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;79~92;6~8;2;1~2;Placed
22~24;Female;B.Tech~BCA~MCA;ECE~ME~Civil;7~7;2;4;5~6;4~6;79~92;6~8;2;1~2;Placed
23~24;Male;B.Tech~BCA;ECE~ME;7~7;2;4;5~6;3~4;78~90;4~5;2;0;Not Placed
