Age,Education,Introversion Score,Sensing Score,Thinking Score,Judging Score,Gender_Female,Gender_Male,Interest_Arts,Interest_Others,Interest_Sports,Interest_Technology,Interest_Unknown,Personality
26.0,0,5.11483,3.04038737540372,2.60878,4.357809824345466,0,1,0,0,0,1,0,ENFP
24.0,1,7.10349,4.482125300072287,1.24338,3.8717789782927774,1,0,0,1,0,0,0,ENFP
23.0,1,5.97634,1.7978857630831513,8.41862,4.7991758554989605,0,1,0,0,0,1,0,ENTP
32.0,0,2.8125,5.3085794419058585,3.24213,3.21079054192688,0,1,1,0,0,0,0,INFP
28.0,0,7.84464,3.2943874441651912,6.7796,4.307607564086542,0,1,0,1,0,0,0,ENTP
27.0,0,2.41173,6.389423075265613,9.73268,3.4498501541289066,0,1,0,1,0,0,0,ISTP
23.0,0,4.05,5.845056681829803,4.27778,6.250325183106886,0,1,0,0,0,0,1,ENFJ
20.0,1,8.75606,6.0198269242963125,1.28532,3.5030830390487964,0,1,0,0,1,0,0,ENFP
27.0,1,1.98355,4.955507723432141,2.03118,5.269147188144236,1,0,0,0,0,0,1,INFP
34.0,1,1.42325,2.8119420437356286,3.24873,5.078239224461234,0,1,0,0,0,1,0,INFP
20.0,1,9.00194,6.12872003238298,2.83336,4.502664206904861,0,1,0,0,0,1,0,ENFP
31.0,1,3.29249,5.032948603847085,8.31941,5.880945167223441,0,1,0,0,0,0,1,INTP
20.0,1,6.56866,3.668535399337891,6.31241,5.6825626730874905,1,0,0,1,0,0,0,ENTP
22.0,1,2.047,4.864917650300619,0.60369,4.106014271771507,0,1,0,0,1,0,0,INFP
27.0,0,6.94839,6.106292324119126,7.07892,4.66704347487808,1,0,1,0,0,0,0,ESTP
28.0,0,7.13278,4.415421948691813,8.29557,4.187555376744141,0,1,0,0,0,0,1,ENTP
20.0,0,6.54622,4.234265592828846,3.03098,6.673349454652069,1,0,0,0,0,0,1,ENFJ
20.0,0,4.20605,6.09933044748013,0.16442,5.1021294387399925,1,0,0,0,0,1,0,ENFP
21.0,1,9.71842,6.190883967560071,9.19191,6.057945498434188,0,1,0,0,0,0,1,ENTP
32.0,0,0.81344,4.69134424899744,5.64039,0.0,1,0,0,0,0,1,0,INTP
26.0,0,5.23114,3.734235165601568,7.29025,4.25138782576634,0,1,0,0,0,0,1,ENTP
26.0,0,5.11355,5.031031712856162,0.19771,3.846655381362664,0,1,0,0,0,0,1,INFP
26.0,0,4.31969,4.844501007158172,0.20307,5.457636887664092,1,0,0,1,0,0,0,INFP
23.0,0,6.36784,5.952524201492123,0.89226,4.1983431242719895,0,1,1,0,0,0,0,ENFP
31.0,0,4.33802,5.213537521047268,2.98897,3.479138700054725,0,1,0,0,0,0,1,INFP
29.0,1,7.3416,3.301082584640724,4.85174,6.619416173387888,1,0,0,0,0,0,1,ENFP
22.0,1,0.87922,4.166470403081995,0.36231,3.894511519865704,1,0,0,0,0,1,0,INFP
32.0,0,4.76334,4.8867361536250895,4.06354,4.446395771745591,0,1,0,0,1,0,0,ENFP
21.0,0,0.44455,5.426428063850008,9.3777,2.0510748973841006,1,0,0,1,0,0,0,INTP
20.0,1,9.05417,6.920450305988307,0.42,5.843394886513032,1,0,1,0,0,0,0,ENFP
41.0,1,3.51929,5.9722194187087325,2.20646,3.884873263079794,0,1,0,1,0,0,0,INFP
22.0,0,3.44999,5.065607939998314,3.05547,5.6298414325371375,0,1,0,1,0,0,0,INFP
29.0,1,4.89394,6.289373183194862,6.33367,5.274420896308424,0,1,0,1,0,0,0,ISFP
23.0,0,7.9134,5.366467740836088,3.23701,4.698949242814745,0,1,0,0,1,0,0,ENFP
29.0,0,4.50926,6.077125811149884,2.22885,3.877057722006799,0,1,1,0,0,0,0,INFP
21.0,0,7.84066,6.704858538046514,5.82029,4.116742595095049,1,0,0,0,0,1,0,ENTP
28.0,0,5.20202,7.306130613351939,3.08455,3.142287100576564,0,1,0,1,0,0,0,ESFP
22.0,1,7.57371,7.223461088160229,5.31192,1.0180429654245415,1,0,0,0,0,0,1,ENFP
30.0,1,6.97874,7.040157398104348,7.73035,2.202196477456524,0,1,1,0,0,0,0,ESTP
23.0,1,7.55803,6.769873859057774,0.06986,3.7536075449398014,0,1,0,0,0,0,1,ENFP
26.0,1,1.70904,5.003873719260739,8.14418,3.4052779714696344,0,1,0,0,0,0,1,INTP
35.0,0,9.21526,4.169485951120718,3.98896,6.376056735612519,0,1,1,0,0,0,0,ENFJ
32.0,0,8.47622,5.504031481768283,9.86841,6.1615994202321565,1,0,1,0,0,0,0,ENTJ
30.0,0,0.27873,5.891995889859154,2.65054,4.983576791243648,1,0,0,0,0,0,1,INFP
31.0,0,3.76344,6.107536379433789,8.38651,2.985228363182072,0,1,1,0,0,0,0,ISTP
26.0,1,2.35027,5.495226493170668,3.06676,4.812636901622282,0,1,0,0,0,0,1,INFP
34.0,0,2.15878,4.12227995823282,8.27516,4.534422291352403,1,0,0,0,0,0,1,INTP
23.0,0,4.17966,5.507934513982764,9.45618,1.772206623616432,0,1,0,0,1,0,0,INTP
27.0,0,6.59412,4.40400489509617,2.10059,5.067389604187907,0,1,1,0,0,0,0,ENFP
28.0,1,6.23908,5.128474213346077,0.06029,2.41796496185954,0,1,0,1,0,0,0,ENFP
27.0,0,4.14262,4.008416872356335,0.97767,5.055648837898239,1,0,0,0,1,0,0,ENFJ
26.0,0,6.09192,4.269353677386883,8.6115,5.947085241481307,1,0,0,0,0,0,1,ENTP
36.0,1,3.05373,6.873861857373917,4.60634,4.52618395930483,1,0,0,0,1,0,0,ISFP
23.0,0,6.39671,5.987105379680068,2.27131,4.593915560007552,1,0,0,0,0,0,1,ENFP
22.0,0,7.71846,4.885650832043273,7.60545,1.2010067420794153,0,1,1,0,0,0,0,ENTP
27.0,0,9.65138,2.958621542882392,8.51988,6.025015389404181,0,1,0,0,0,0,1,ENTJ
27.0,0,9.54163,3.8834442012385546,8.8075,1.6865245659902284,1,0,0,0,1,0,0,ENTP
23.0,0,6.36849,3.972961752587741,0.81216,5.529845850216809,0,1,0,1,0,0,0,ENFP
33.0,1,1.29983,3.2380440565622743,6.8414,5.215489024384908,1,0,0,0,0,0,1,INTP
28.0,0,7.33004,5.309739287726458,2.85178,2.928080224544988,0,1,1,0,0,0,0,ENFP
32.0,0,3.61623,6.137856927916904,7.88705,5.069836767941906,1,0,0,0,0,0,1,ESTP
23.0,1,4.18394,6.515193560571492,6.18237,5.296396307293378,0,1,0,0,0,1,0,INFP
21.0,0,0.44163,2.777552123342419,9.4718,3.428426177498076,0,1,1,0,0,0,0,INTP
22.0,0,2.30285,5.940741397312753,9.69158,4.097061771260462,0,1,0,1,0,0,0,INTP
38.0,0,3.00853,4.548284917496948,2.31277,5.659183060620888,1,0,0,1,0,0,0,INFP
21.0,0,9.38689,3.322631694472645,2.90376,3.3196132213367613,1,0,0,0,1,0,0,ENFP
32.0,1,0.87917,4.884963824775236,2.28955,3.432234131390795,0,1,0,0,0,0,1,INFP
31.0,0,4.31807,4.971270860637407,9.38228,3.847557711649277,0,1,0,0,1,0,0,ENTP
33.0,1,0.63696,7.029435802073109,9.45203,4.838354997345068,0,1,1,0,0,0,0,ISTP
33.0,0,7.08768,5.029448124686227,5.39344,5.269841694369831,0,1,0,0,0,1,0,ENFP
30.0,0,2.95607,3.2777399411858656,8.1363,1.282426370037225,1,0,0,0,0,0,1,INTP
31.0,0,0.09002,4.843912623418881,4.13092,6.382011642585268,0,1,0,0,1,0,0,INFJ
28.0,0,1.88228,3.984551522477653,7.51767,2.509829513708568,1,0,0,0,0,0,1,INTP
20.0,0,1.14056,5.625398834501952,3.26501,6.126390330916339,1,0,0,0,0,0,1,INFJ
29.0,1,6.65158,5.29402909003873,6.83439,5.234174801475825,0,1,0,0,0,0,1,ENTP
29.0,0,3.20696,5.690960757357252,8.22286,4.327433029737396,0,1,0,0,0,0,1,INTP
29.0,0,9.00005,5.778025069883034,1.5193,4.331921411978785,1,0,0,0,1,0,0,ENFP
26.0,0,1.76019,5.378603892365426,0.56524,4.566841023794049,0,1,0,1,0,0,0,INFP
27.0,1,9.18921,5.075627008065483,8.49028,4.78662488489397,1,0,1,0,0,0,0,ENTP
24.0,0,5.15299,4.693247401440248,8.52138,6.534299504395073,0,1,0,0,0,0,1,ENTJ
31.0,0,0.89431,5.084683076312468,8.98059,3.17434105656676,0,1,0,1,0,0,0,INTP
31.0,0,5.91882,5.192001917176197,7.1292,4.077915517104179,1,0,0,0,0,0,1,ENTP
24.0,0,6.96533,4.595221555695266,8.3276,2.65633312612998,1,0,1,0,0,0,0,ENTP
20.0,0,2.51411,6.334869323869016,4.1543,4.048128311061724,1,0,0,0,1,0,0,INFP
20.0,1,6.42674,4.598221095733901,2.32058,5.122490496896422,0,1,0,1,0,0,0,ENFP
30.0,0,5.4663,4.847492457633777,5.39001,6.268657209823086,1,0,0,0,0,1,0,ENFJ
27.0,1,8.55853,6.462103450646696,6.59034,1.900899990459112,1,0,0,0,0,0,1,ESTP
23.0,0,4.32805,5.275612010921889,5.20777,2.244589189199387,0,1,0,0,0,0,1,INFP
26.0,0,6.574,5.053606441951246,0.97697,1.5620291511241169,1,0,0,0,0,0,1,ENFP
25.0,0,3.08688,3.1587797672235163,2.86859,6.68915397173537,1,0,0,0,0,0,1,INFJ
27.0,1,2.39127,3.88273384943367,1.16552,5.167614019142624,0,1,0,0,0,1,0,INFP
22.0,0,2.53301,4.815482790145209,1.69093,3.6040839906235,0,1,0,0,0,1,0,INFP
31.0,1,8.01681,4.230176319613528,6.9157,2.883855886654236,1,0,0,0,0,1,0,ENTP
34.0,1,8.53247,4.448081274669461,0.25484,4.964931821437158,0,1,1,0,0,0,0,ENFP
33.0,0,8.6057,4.747327747119643,3.23758,5.513694586944822,0,1,0,0,0,0,1,ENFP
19.0,0,3.98192,5.743801627472211,3.85586,4.453661770591125,1,0,1,0,0,0,0,ENFP
36.0,0,3.43755,5.117541584107754,7.48397,5.502178558182899,0,1,0,1,0,0,0,INTP
24.0,0,2.33031,6.316932383322062,0.58144,5.021002620547412,0,1,1,0,0,0,0,INFP
21.0,0,0.91497,4.0613674322097655,0.59723,3.0640359354967024,0,1,0,0,0,0,1,INFP
24.0,1,5.4071,5.382065167388227,0.04983,3.646099501751369,0,1,0,1,0,0,0,ENFP
23.0,0,6.99277,5.628643558401178,2.73312,5.52270624408362,0,1,1,0,0,0,0,ENFP
26.0,1,6.90804,5.019686711297641,1.45382,5.329709757757495,1,0,0,0,0,0,1,ENFP
27.0,0,1.39706,6.323762942903832,3.83429,4.238517971527902,1,0,0,0,0,0,1,ISFP
33.0,1,9.56941,4.784599205536186,3.44189,2.6832817871437227,0,1,0,0,0,1,0,ENFP
26.0,0,8.03493,6.15730693183986,2.58926,5.085634209494224,0,1,0,0,0,1,0,ESFP
32.0,0,6.94023,4.936809668133748,9.73449,5.090296030617347,0,1,0,0,0,0,1,ENTP
24.0,0,3.94875,4.945422209132242,4.04261,5.022843414305954,1,0,0,0,0,0,1,ENFP
27.0,0,1.61138,5.6024465622246415,2.40028,2.845077966953673,1,0,0,1,0,0,0,INFP
24.0,0,3.18535,7.649265874131073,0.64797,2.041045833841487,0,1,1,0,0,0,0,ISFP
31.0,1,3.85175,6.294457990719424,7.4545,2.9553122546408845,1,0,1,0,0,0,0,ESTP
24.0,0,0.84167,4.539660898882698,1.27803,6.727024300234456,0,1,0,0,0,0,1,INFJ
20.0,1,1.12925,4.441447905334778,4.3302,3.314922298050546,0,1,0,0,0,0,1,INFP
24.0,1,4.60199,3.1418039094350103,2.89064,4.441000985106008,1,0,0,0,0,0,1,ENFP
27.0,1,0.05732,3.9658280754777193,7.1029,3.942776609191188,1,0,0,0,0,0,1,INTP
36.0,0,4.11525,4.535240829718454,4.15539,2.986466713918582,1,0,0,0,0,1,0,ENFP
26.0,0,1.1669,3.041657118399454,2.99235,5.567820793719492,1,0,0,0,0,0,1,INFP
19.0,1,0.904,4.999633053436418,8.55613,5.86449659174514,1,0,0,0,0,0,1,INTP
20.0,1,2.41194,4.544536187861919,4.01609,1.8926471427419127,0,1,0,0,0,1,0,INFP
26.0,0,0.43825,4.70583627142085,6.96445,4.339014969676804,1,0,1,0,0,0,0,INTP
31.0,1,0.89577,4.318082995076994,6.92854,1.0857356716182371,0,1,0,0,0,0,1,INTP
21.0,0,6.03518,4.291491557085762,2.0143,5.113795742667892,1,0,0,0,0,0,1,ENFP
26.0,1,1.86744,4.579556071698494,5.93998,6.187984808025531,1,0,0,0,0,0,1,INTP
30.0,0,8.06818,4.891479477141173,5.37697,5.438448020133794,0,1,1,0,0,0,0,ENFP
23.0,1,2.73321,5.9930236824821685,4.56824,3.1313075704114226,0,1,0,0,0,0,1,INFP
21.0,1,3.37499,5.270596029678435,0.99593,4.124454154712764,1,0,0,0,0,0,1,INFP
31.0,0,5.22221,3.68623147570766,7.00616,4.275339000473748,0,1,0,0,0,0,1,ENTP
23.0,0,4.44139,5.078939720692538,2.10054,4.124241302121991,1,0,1,0,0,0,0,ENFP
32.0,0,6.75807,4.402720922672223,2.14669,2.5290267541866176,1,0,0,0,0,0,1,ENFP
21.0,1,6.40182,5.866799878056135,8.64081,3.518457870841435,1,0,0,0,0,1,0,ENTP
28.0,0,0.074,4.338294431389199,7.36672,6.588265756422327,1,0,0,1,0,0,0,INTJ
21.0,0,0.91832,4.923976819916642,3.01301,5.561189772556345,0,1,1,0,0,0,0,INFP
33.0,1,6.70903,4.061789158041803,8.88144,3.954189021073384,1,0,1,0,0,0,0,ENTP
32.0,0,9.45584,4.1542959698349975,6.20561,4.309010797412483,0,1,0,0,0,1,0,ENFP
21.0,0,6.00454,5.845814333253681,5.47104,3.147616273000576,0,1,1,0,0,0,0,ENFP
32.0,0,1.06373,3.748880280992668,0.16659,5.275960612050785,0,1,0,0,0,0,1,INFP
33.0,1,3.21582,3.726475989082116,7.54286,4.731993570332987,1,0,0,0,0,0,1,ENTP
22.0,1,0.13501,4.78285362445793,8.94587,3.7637452301958514,1,0,1,0,0,0,0,INTP
28.0,0,8.36144,4.961846556789187,9.60256,7.037131626752413,1,0,0,0,0,0,1,ENTJ
22.0,1,0.32354,3.374858854093234,3.33016,6.402914965836762,1,0,0,0,1,0,0,INFP
23.0,1,2.09989,4.419327323663084,8.5399,3.6653636526178417,1,0,0,0,1,0,0,INTP
22.0,1,6.24817,5.269746714157227,7.46734,4.174885977499777,1,0,0,0,0,0,1,ENTP
25.0,0,4.0077,2.6875169320211487,7.95961,4.492424838081139,0,1,1,0,0,0,0,INTP
22.0,1,0.2654,5.487405673517499,2.93717,5.46933968299397,0,1,1,0,0,0,0,INFP
24.0,0,8.81867,4.276880901487416,8.19597,0.7937189859916352,0,1,0,0,0,0,1,ENTP
23.0,0,6.88519,5.395369895968303,6.20205,6.241883177125516,1,0,1,0,0,0,0,ENTJ
27.0,0,5.4425,5.079682125029682,9.78473,5.482692585770116,1,0,0,0,0,0,1,ENTP
23.0,1,8.50729,3.9809847224906183,9.79751,6.646284922835132,1,0,0,0,0,0,1,ENTP
21.0,1,8.64759,7.073544493924454,4.4597,2.8724651261609884,0,1,0,0,0,0,1,ENFP
25.0,1,8.79799,4.4708975677446094,9.11625,4.58429689002686,0,1,0,0,1,0,0,ENTP
37.0,0,2.60162,3.314826279625451,4.6879,5.479760603002616,0,1,1,0,0,0,0,INFP
27.0,0,9.13179,4.695524681352827,1.06883,5.09333840726665,1,0,0,0,0,0,1,ENFP
30.0,0,9.82788,3.458938784256619,2.68007,3.38629470222636,1,0,0,0,0,1,0,ENFP
21.0,1,8.74529,6.343769623654412,3.72031,4.158942250133238,1,0,0,1,0,0,0,ENFP
34.0,0,0.64048,4.328498210116632,4.30881,3.673328990015251,0,1,0,0,0,0,1,INFP
27.0,0,1.84217,5.095203974991886,6.07028,5.029360350226699,1,0,0,0,0,0,1,INTP
27.0,0,7.65835,4.397022741501028,4.91675,4.938562986902668,0,1,0,0,0,0,1,ENFP
30.0,1,8.18926,5.742877271699357,6.08179,5.616693640343061,1,0,0,0,0,0,1,ENTP
21.0,0,6.01836,6.1941402922972255,7.28549,5.7243918301516326,1,0,0,0,1,0,0,ENTJ
45.0,0,1.66724,4.390140643935602,8.68686,3.736427429586473,1,0,0,0,0,0,1,INTP
20.0,1,8.3197,6.222966329687743,3.67338,4.831899531135584,0,1,0,0,0,0,1,ENFP
23.0,0,8.22031,5.569482888103386,4.12437,5.285317096455378,1,0,0,0,0,1,0,ENFP
31.0,0,9.13659,4.857692062393023,1.649,5.756988117095819,0,1,0,1,0,0,0,ENFP
43.0,1,1.70653,5.735028164968186,4.16964,4.433481759819553,1,0,0,0,0,0,1,INFP
20.0,1,0.84178,5.38029108069567,0.58512,3.099165389835593,1,0,0,0,0,0,1,INFP
21.0,1,0.12885,5.7752543109153605,2.11691,3.499760669686796,0,1,1,0,0,0,0,INFP
26.0,1,8.12715,2.2334611017745285,9.28146,4.776428500149303,1,0,0,0,0,0,1,ENTP
25.0,1,2.98084,5.191661880228035,1.9759,4.382177849723886,0,1,0,0,1,0,0,INFP
33.0,0,3.11342,5.477494980120461,1.71284,5.843182704462548,0,1,0,0,0,0,1,INFP
25.0,1,8.93255,5.818404254646838,2.70662,5.795808081626579,0,1,1,0,0,0,0,ENFP
22.0,1,6.83441,3.2480316732307304,9.62245,3.799338324511707,1,0,1,0,0,0,0,ENTP
22.0,0,6.33859,4.675834238681122,2.51614,5.333136556752759,1,0,0,1,0,0,0,ENFP
23.0,0,0.45085,3.741466294521608,0.7356,5.354479397112978,0,1,0,0,0,0,1,INFP
19.0,0,7.87227,6.099895287018983,4.1332,6.07563414825535,1,0,0,0,0,0,1,ENFJ
28.0,1,4.83521,3.4114257118696067,6.99529,3.54340189986326,0,1,0,0,0,0,1,INTP
23.0,1,9.82262,1.9031365452179152,7.18648,6.764283187024919,0,1,0,0,0,0,1,ENTP
30.0,0,5.18282,4.478446651008125,2.5691,3.7551265797690494,0,1,0,0,0,1,0,ENFP
21.0,1,8.55901,6.000778535309548,3.76044,4.970837073814724,0,1,0,0,0,1,0,ENFP
21.0,0,5.70081,3.1216547807381607,6.49678,5.415805102331726,1,0,1,0,0,0,0,ENTP
23.0,0,5.04947,5.849508288858343,6.59478,5.7777853345175565,0,1,0,0,0,0,1,INTP
23.0,0,8.77701,3.795514979975692,6.15773,4.688081828619036,0,1,0,1,0,0,0,ENFP
23.0,0,6.67439,5.375314944605554,3.47026,6.5188144546279005,1,0,0,0,0,0,1,ENFJ
23.0,1,9.34383,4.190614434439675,1.31647,3.2194706353364007,1,0,0,1,0,0,0,ENFP
30.0,0,6.22258,5.871881693972041,3.98289,3.3389732041678157,1,0,0,0,0,1,0,ENFP
33.0,0,2.08607,4.271667931657276,0.26819,5.450249377837917,1,0,0,0,1,0,0,INFJ
26.0,0,4.11437,4.631361804273423,3.75746,6.316714109073178,0,1,0,0,1,0,0,ENFJ
19.0,0,9.52151,5.179573672033138,4.82306,4.6292296202767,1,0,0,1,0,0,0,ENFP
26.0,1,5.11181,6.458115785679941,7.19358,5.622983529404896,0,1,0,0,0,0,1,ISTP
22.0,0,2.17323,3.784295456525616,4.51855,3.806874871459791,1,0,0,0,0,0,1,INFP
29.0,1,2.46541,5.322333779173211,9.82273,5.1007699887967135,0,1,0,1,0,0,0,INTP
29.0,1,2.65136,4.958319899488768,7.52725,5.756708592165973,1,0,1,0,0,0,0,ENTP
25.0,1,3.36164,3.321369939931388,8.1443,5.521326624780099,0,1,0,0,0,1,0,INTP
22.0,0,2.73734,6.360638075448366,2.86587,6.32283232629467,0,1,0,0,0,1,0,INFJ
25.0,1,9.93508,3.2602891540668235,3.42056,2.569415160042517,0,1,0,0,0,0,1,ENFP
29.0,1,9.34504,6.066081082872812,1.22661,4.710498976103907,1,0,0,1,0,0,0,ENFP
21.0,0,1.98116,5.109452692023647,7.22432,4.675065124173137,1,0,0,1,0,0,0,INTP
27.0,1,1.09307,5.745809302738407,2.92779,5.891243779446774,1,0,0,0,0,0,1,INFP
22.0,1,0.14127,5.455073347273657,1.1707,5.829929696818135,0,1,0,1,0,0,0,INFP
25.0,0,1.06439,6.4120446252442855,8.77641,1.4938537191278352,0,1,1,0,0,0,0,ISTP
31.0,0,7.59211,4.533619168220994,6.8735,0.3368971343207025,0,1,1,0,0,0,0,ENTP
24.0,1,5.07366,5.159791992402786,4.21676,4.943125779697128,0,1,0,0,0,1,0,ENFP
20.0,0,4.90401,5.352554424796323,6.38112,5.930116404824531,0,1,0,0,0,0,1,INFP
28.0,1,4.99026,4.207933482925246,8.56957,3.802501315322601,1,0,0,0,0,0,1,ENTP
22.0,0,3.26569,5.488194773475758,6.35948,4.40785146190585,1,0,1,0,0,0,0,INTP
25.0,1,6.11938,6.453824703128022,8.45257,6.324375549061775,1,0,0,0,0,1,0,ESTP
24.0,1,5.05281,5.760293496085671,4.68048,5.067745411778293,1,0,0,0,0,0,1,ENFP
28.0,1,2.64327,2.646865441319653,3.82685,4.454974395899487,1,0,0,0,0,0,1,INFP
21.0,1,9.75787,6.485512729448533,8.38092,4.258786620768344,0,1,0,0,0,0,1,ENTP
25.0,0,9.96894,4.596903534148018,8.51432,4.843962840884679,1,0,0,0,0,1,0,ENTP
23.0,1,0.32649,3.9897080348291114,8.87439,3.9861098987573462,0,1,0,1,0,0,0,INTP
20.0,0,7.55656,4.961656185137922,3.99188,2.470315656178734,0,1,1,0,0,0,0,ENFP
23.0,0,9.78667,5.440525187035988,1.44423,5.8958282913926165,0,1,1,0,0,0,0,ENFP
33.0,1,4.77281,7.492821423433539,4.48868,3.772246537076541,1,0,1,0,0,0,0,ESFP
25.0,0,4.66235,6.707389652309529,1.63889,4.012081316223938,0,1,0,1,0,0,0,ESFP
31.0,0,5.95162,3.72681573026298,2.30809,1.7527478297519732,1,0,1,0,0,0,0,ENFP
25.0,0,6.74423,6.267202023437872,9.15137,4.248468812954181,1,0,0,0,0,0,1,ESTP
24.0,1,0.58504,4.919702209165028,9.40896,4.819503720562147,0,1,0,0,1,0,0,INTP
25.0,1,2.92835,3.489653170854196,0.84718,2.4002040306822163,1,0,0,0,0,1,0,INFP
23.0,1,6.60512,5.202878329965322,3.66845,2.69983757246364,1,0,0,0,1,0,0,ENFP
23.0,1,8.34224,4.453658783844979,4.1972,4.291352330641391,1,0,0,1,0,0,0,ENFP
35.0,1,1.01818,5.003033534600769,3.25802,5.365660391504667,1,0,0,0,0,1,0,INFP
33.0,1,4.50311,5.426285806453852,2.94182,2.9920528325777984,0,1,0,0,0,1,0,ENFP
23.0,0,0.7119,5.302648664311851,9.9046,5.203811895270963,0,1,0,1,0,0,0,INTP
31.0,0,9.05683,3.159543397910097,4.20925,4.3087831934050165,1,0,0,0,0,0,1,ENFP
28.0,0,5.19828,5.388297010235982,8.90534,0.0,0,1,0,1,0,0,0,ENTP
27.0,0,6.48344,5.134874034215646,2.67768,6.04908347289932,0,1,0,0,0,0,1,ENFJ
24.0,0,5.15065,6.371398340120028,0.91307,3.1711403672758607,0,1,0,0,0,0,1,ESFP
29.0,0,6.31556,4.6428128127134585,1.76144,3.1166885335523697,0,1,0,0,0,1,0,ENFP
25.0,0,1.31295,4.121044380570174,9.5319,4.664328777211579,1,0,0,0,0,0,1,INTP
33.0,0,1.58604,4.183998739008882,9.10399,6.322811567790263,1,0,0,0,0,1,0,INTJ
23.0,0,8.50928,4.1890646215559055,2.37975,3.313150354201197,1,0,0,0,0,1,0,ENFP
24.0,0,5.10282,5.570611347317158,7.51734,4.0616647137241095,1,0,0,0,0,0,1,ENTP
22.0,0,3.50508,6.598656471419942,4.974,6.444645656990616,0,1,0,1,0,0,0,INFJ
21.0,0,4.65112,5.197206360898824,7.33414,5.322368944445199,0,1,1,0,0,0,0,ENTP
34.0,1,7.12508,5.380749384858319,2.95862,5.535944013206599,1,0,0,1,0,0,0,ENFP
38.0,0,2.49457,4.691899146096201,9.09778,4.249552554497882,1,0,1,0,0,0,0,INTP
24.0,1,4.02124,4.897232406536591,4.72871,3.346974298934443,1,0,0,0,0,0,1,ENFP
21.0,1,7.13366,4.195946588329082,2.05878,2.632077458322484,0,1,0,1,0,0,0,ENFP
26.0,0,1.54614,5.164983579193425,3.69317,3.161816896234016,0,1,0,0,0,1,0,INFP
22.0,1,2.64346,6.611638995559766,3.67231,6.603664948444876,0,1,0,0,0,0,1,INFP
26.0,0,9.41718,4.786911302240359,8.50084,4.537793446397835,1,0,0,0,0,1,0,ENTP
22.0,0,7.09903,6.122189341281257,9.65833,2.3972838311210936,0,1,0,1,0,0,0,ENTP
24.0,0,4.86228,4.026893768156606,3.47491,3.67726566090053,1,0,0,0,0,0,1,ENFP
27.0,1,4.20522,5.176781973800136,4.27054,3.6461166706229537,0,1,0,0,1,0,0,INFP
26.0,0,5.13918,3.2451674657009857,6.16575,5.378350615759981,1,0,0,0,0,0,1,ENTP
25.0,0,1.09476,5.924614209376033,5.13765,6.486397732379037,0,1,0,0,0,0,1,INFJ
30.0,0,8.92996,5.257439601698436,3.35473,3.019268440248232,0,1,0,1,0,0,0,ENFP
28.0,0,7.00989,5.581774462085693,5.21206,4.404708857456158,1,0,0,0,0,0,1,ENFP
30.0,0,7.52999,4.241241279351439,7.14921,4.027038208480416,1,0,0,0,0,0,1,ENTP
23.0,0,2.94711,4.893341870999164,3.23792,3.1850652711346767,1,0,0,0,0,0,1,INFP
31.0,0,9.41401,3.7096711725261127,5.1108,2.6819655570705723,0,1,0,0,0,0,1,ENFP
24.0,0,8.28733,4.254176372667298,5.25322,6.4837711970769,0,1,0,0,0,0,1,ENFJ
21.0,0,4.56301,5.514903931893598,5.13686,3.513101008185477,0,1,0,0,1,0,0,ENFP
32.0,1,2.59517,4.664725483496886,0.7781,6.854267614781241,0,1,0,0,0,0,1,INFP
23.0,0,3.39648,5.838607492943482,2.56171,1.719259220702491,0,1,0,0,0,0,1,INFP
35.0,0,9.91949,5.311743482022511,5.75285,5.389853509014413,0,1,0,0,1,0,0,ENFJ
22.0,1,5.95759,5.023374391455713,9.06027,5.179940989284293,0,1,0,1,0,0,0,ENTP
23.0,0,3.81794,3.3097357301632284,5.38288,3.7583537050570217,1,0,1,0,0,0,0,INTP
33.0,1,4.59246,5.522578314825874,7.64455,5.079897061535006,0,1,0,0,0,1,0,ENTP
24.0,0,7.50922,6.097514477469964,5.72225,5.168022125292493,0,1,0,0,0,1,0,ENFP
32.0,0,6.89059,1.3274612117453692,8.65289,2.680572043551485,1,0,0,0,0,0,1,ENTP
27.0,0,1.52326,6.39475543732593,5.91331,5.149126743947333,1,0,0,1,0,0,0,ISTP
22.0,0,0.13701,5.287986241178661,2.09194,2.26444641335593,0,1,0,0,1,0,0,INFP
18.0,0,4.83393,5.86942245139649,1.17437,4.887697608521679,0,1,0,0,0,1,0,ENFP
26.0,0,4.94561,4.598381702918329,7.43626,4.846420677926106,0,1,0,0,0,1,0,INTP
34.0,0,1.00797,6.720165330390223,7.53999,2.95300315367799,1,0,1,0,0,0,0,ISTP
22.0,0,0.12213,4.877314809461554,7.17758,4.246138023021673,1,0,0,0,0,1,0,INTP
27.0,0,2.53561,3.946228581655152,9.12905,4.357793839103177,0,1,0,0,0,0,1,INTP
25.0,1,8.62498,4.427701458682046,1.42258,6.52917591708337,0,1,0,0,0,0,1,ENFP
23.0,1,8.04764,6.353595404422522,0.52702,3.3377506616890336,1,0,0,0,0,0,1,ENFP
24.0,0,6.03894,4.047643142167932,6.3617,6.636921087672329,0,1,0,0,0,0,1,ENFJ
34.0,0,5.9461,6.038867970598041,3.39805,3.400521332212688,0,1,0,0,0,0,1,ENFP
29.0,0,0.25363,4.112477225797532,6.57029,3.806610329979395,0,1,0,0,0,0,1,INTP
